step	time	T	T-cg	T-at	Ekin	res	angle_252_cross	angle_254_cross	angle_255	angle_256	angle_257	angle_258	angle_259	angle_260	angle_261	angle_262	angle_263	angle_264	angle_265	angle_266	angle_267	angle_268	angle_269	angle_270	angle_271	angle_272	angle_273	angle_274	angle_275	angle_276	angle_277	angle_278	angle_279	angle_280	angle_281	angle_282	angle_283	angle_284	angle_285	angle_286	angle_287	angle_288	angle_289	angle_290	angle_291	angle_292	angle_293	angle_294	angle_295	angle_296	angle_297	angle_298	angle_299	angle_300	angle_301	angle_302	angle_303	angle_304	angle_305	angle_306	angle_307	angle_308	angle_309	angle_310	angle_311	angle_312	angle_313	angle_314	angle_315	angle_316_cross	angle_317_cross	angle_318_cross	angle_319_cross	angle_320_cross	angle_321_cross	angle_322_cross	angle_323_cross	angle_324_cross	angle_325_cross	angle_326_cross	bond_125_cross	bond_126_cross	bond_127_cross	bond_129	bond_130	bond_131	bond_132	bond_133	bond_134	bond_135	bond_136	bond_137	bond_138	bond_138_cross	bond_139	bond_140	bond_141	bond_142	bond_143	bond_144	bond_145	bond_146	bond_147	bond_148	bond_149_cross	bond_150_cross	bond_35	dihedral_0	dihedral_0_cross	dihedral_176	dihedral_190	dihedral_191	dihedral_30_cross	dihedral_51	dihedral_60	dihedral_61	dihedral_61_cross	dihedral_64_cross	tab-cg
486250	486.25	2.52117	2.47525	2.52651	25413.4	0.486249	688.71	30.3005	229.948	219.267	249.86	195.769	179.661	199.709	183.26	160.723	175.955	146.694	151.776	208.245	181.878	150.707	203.252	181.545	137.077	198.593	162.939	154.852	175.999	128.255	160.621	197.793	196.493	194.87	231.982	234.073	232.411	225.31	248.981	64.6775	96.775	25.8005	15.7599	25.4124	17.494	30.7778	204.114	41.1177	101.273	111.156	120.112	81.5213	109.03	142.34	79.1528	109.05	132.215	106.916	74.4475	88.1635	77.7032	115.153	98.3317	150.627	137.859	94.1768	107.292	92.7114	125.704	207.366	135.259	137.846	208.46	218.578	154.273	988.444	23.3419	23.1334	27.4214	15.3562	701.342	516.888	72.7073	213.736	460.621	868.364	441.631	441.639	869.409	862.438	409.623	314.421	53.4039	69.022	29.3966	80.0812	36.3361	254.378	134.626	384.337	236.217	113.248	234.856	163.306	433.552	665.837	443.079	0	0	-643.391	55.6498	681.671	687.841	4279.78	1276.85	732.79	27.0155	181.509	-4382.65
486500	486.5	2.47421	2.47525	2.47409	24940.1	0.486499	674.39	34.0972	249.245	235.915	171.242	232.174	153.011	224.829	210.209	158.071	178.185	165.875	182.166	214.113	191.269	159.94	165.653	194.121	172.153	210.194	197.069	174.339	154.961	161.64	156.263	211.262	195.228	166.569	208.937	248.781	245.631	213.494	233.626	105.804	65.7343	18.8667	24.077	20.4579	23.9803	39.4345	201.695	18.063	105.499	86.6683	128.615	94.8468	136.319	147.033	101.729	111.234	91.0271	120.276	102.402	112.64	88.5399	98.0576	150.176	147.99	160.021	134.586	140.011	101.86	107.328	214.382	162.1	156.322	182.586	228.133	132.16	1109.95	17.1068	22.9661	17.2924	15.4744	702.9	506.094	60.5474	243.485	516.088	1019.37	427.697	400.653	855.254	936.513	479.394	268.117	44.815	52.8554	23.4933	74.2922	36.6976	245.884	123.445	362.052	304.267	136.815	188.587	139.313	401.154	694.589	425.952	0	0	-640.298	74.1322	667.728	676.127	4302.21	1294.32	743.488	25.146	189.781	-4358.57
486750	486.75	2.50726	2.47525	2.51098	25273.2	0.486749	677.899	28.8773	258.418	266.352	223.912	222.054	155.081	181.425	198.49	176.697	124.702	182.998	240.732	181.817	166.292	186.627	149.248	172.409	135.281	212.844	186.74	178.531	174.726	146.817	170.361	188.714	215.878	212.452	196.799	203.249	222.334	243.446	216.082	110.676	65.2519	30.9362	23.0959	22.406	15.6774	26.642	259.515	28.1931	94.1146	61.9034	79.1169	114.374	139.988	131.495	80.8884	107.316	157.963	137.143	90.821	113.458	78.7311	109.401	84.9219	129.863	126.602	129.662	111.379	135.436	108.452	163.68	132.73	153.253	172.013	195.059	129.047	1036.9	10.1506	17.0347	17.5856	16.4161	743.846	503.272	70.2593	226.214	455.129	1053.71	476.222	433.095	854.466	910.026	444.847	268.487	63.1958	69.8436	27.2906	58.4413	13.7552	259.667	131.851	333.459	267.065	126.563	280.585	132.132	477.762	623.216	462.811	0	0	-645.013	99.0045	677.916	655.831	4273.64	1245.41	748.427	24.7415	195.754	-4268.49
487000	487	2.48495	2.47525	2.48608	25048.3	0.486999	694.133	27.438	200.799	201.999	233.091	227.938	147.449	195.111	183.448	159.995	164.05	151.48	186.274	152.942	166.761	170.341	180.324	209.49	147.162	185.617	177.425	197.601	173.862	143.627	154.745	202.079	175.521	176.484	252.184	253.761	207.631	230.773	227.829	90.9515	90.7587	11.4701	36.6869	15.7385	31.9218	23.9806	228.18	22.2043	82.6283	87.2509	92.2192	100.052	154.047	119.762	77.8493	96.2863	107.828	121.874	93.8759	80.6277	99.438	101.019	86.7158	125.021	139.761	108.552	84.5895	98.9114	79.8814	200.833	144.504	175.243	192.514	214.966	138.753	1007.4	16.9392	24.8182	32.2645	10.7439	767.228	519.528	58.3324	216.352	478.458	934.04	416.693	458.789	871.192	918.942	487.304	321.847	44.964	42.86	19.9119	88.0148	29.2734	266.622	108.564	376.639	237.114	133.158	256.372	109.464	447.338	685.713	433.602	0	0	-641.612	81.2833	671.623	653.166	4309.03	1248.4	745.142	21.6411	198.473	-4297.58
487250	487.25	2.4751	2.47525	2.47509	24949.1	0.487249	702.864	31.1006	175.919	243.683	227.465	217.673	177.555	194.184	188.367	176.582	155.884	148.377	158.102	187.507	191.708	167.593	207.966	209.449	174.188	215.584	190.653	228.012	168.236	163.262	160.499	171.354	192.035	176.897	183.123	221.141	159.638	243.142	236.762	76.7152	80.0085	22.3895	30.7979	22.176	11.8861	26.4178	239.39	17.6565	92.091	82.9554	109.586	104.772	114.561	77.8808	90.909	95.6597	97.168	123.399	95.5133	97.9458	95.4077	101.196	88.8205	138.791	140.63	76.4946	114.636	115.997	117.574	199.937	170.87	170.698	172.391	229.919	135.983	1093.79	18.2108	26.415	23.6827	35.0589	732.606	511.464	62.7231	239.737	469.444	1000.52	471.241	463.497	807.964	993.892	507.797	272.595	39.9044	44.2415	44.1733	55.9764	28.2951	212.261	134.099	398.356	255.875	108.006	258.546	159.31	408.169	609.671	438.467	0	0	-642.979	69.614	685.404	668.717	4296.04	1274.16	766.32	25.0946	194.946	-4284.15
487500	487.5	2.47069	2.47525	2.47016	24904.5	0.487499	706.613	30.0005	205.231	208.506	207.063	225.754	168.233	201.112	162.983	157.287	208.491	142.782	200.409	188.325	165.253	230.644	160.125	205.856	180.673	179.743	169.723	175.508	152.631	143.885	171.012	174.335	197.356	148.758	235.387	214.552	206.575	218.81	217.863	72.2402	81.1856	12.8324	27.7721	20.8816	32.8059	20.9261	207.717	29.9498	94.0419	103.923	121.601	87.7778	114.518	135.32	95.5138	96.1927	97.0684	99.4273	116.675	99.8291	95.0221	86.0726	93.216	105.821	76.6128	108.872	105.32	111.87	114.676	218.331	131.218	127.525	154.797	217.602	181.039	1010.26	9.99734	28.4242	29.1979	30.4783	774.545	497.424	62.9802	246.351	441.325	935.677	421.052	455.492	912.945	901.583	425.95	266.445	33.9951	53.4027	16.5844	65.6109	41.6164	231.683	139.625	381.463	265.153	128.485	235.684	128.744	442.84	610.731	466.318	0	0	-636.926	108.952	679.327	643.398	4296.67	1274.86	780.958	25.2239	187.525	-4287.56
487750	487.75	2.47899	2.47525	2.47942	24988.2	0.487749	688.614	32.638	241.946	208.895	296.148	193.032	143.506	195.693	197.312	167.271	152.252	152.781	212.208	177.298	210.81	169.69	158.533	173.647	161.135	166.51	185.297	200.735	160.002	159.268	182.366	171.025	226.206	166.961	209.07	259.376	180.816	195.374	210.484	82.764	101.603	26.5733	33.2855	32.1785	19.6509	30.5312	241.927	28.2972	79.6161	85.7166	148.173	120.597	152.251	133.571	104.399	104.573	92.0547	109.798	118.684	85.311	83.8407	86.2115	109.344	102.487	114.203	78.8237	81.6054	80.6774	126.317	256.004	128.046	149.511	183.024	185.449	130.137	1054.51	18.0966	28.7837	28.8547	25.2616	728.787	531.145	80.5658	233.488	490.751	950.695	412.901	481.77	808.777	951.296	448.426	294.461	42.8668	61.5368	47.8893	83.3379	19.2656	307.109	95.7069	389.397	258.023	129.634	232.473	141.236	473.3	643.861	444.223	0	0	-628.171	56.1091	671.469	644.868	4295.82	1262.41	792.773	29.3924	189.346	-4294.29
488000	488	2.45886	2.47525	2.45695	24785.3	0.487999	700.762	34.6309	232.075	221.523	205.133	204.121	166.722	187.113	196.293	165.062	152.586	206.953	201.693	151.354	174.984	152.849	199.813	168.276	138.491	184.473	227.54	170.595	145.675	180.957	185.073	151.814	218.58	166.125	256.789	227.792	231.209	235.462	200.193	85.1282	118.544	34.3764	40.5693	12.9484	22.9707	15.2638	199.09	23.0868	101.63	82.6989	103.576	114.64	110.319	123.251	74.3088	86.5163	84.9375	104.879	88.574	96.7573	96.3351	121.466	110.016	132.012	144.473	95.3835	109.702	114.124	85.0398	185.108	156.401	173.735	190.783	204.353	132.594	1019.55	23.1016	16.1249	20.5658	30.3336	704.661	516.894	63.5799	236.014	489.886	874.905	449.622	416.725	809.535	940.491	444.21	251.361	33.0289	42.6378	27.1973	83.2914	13.4445	251.694	86.2182	388.794	260.317	126.637	255.531	136.777	458.716	696.6	435.822	0	0	-635.839	95.3881	678.479	595.664	4282.88	1265.34	786.805	24.4395	177.847	-4328.47
488250	488.25	2.49915	2.47525	2.50193	25191.5	0.488249	695.617	32.3631	254.378	248.238	245.203	238.154	151.083	210.914	210.277	165.361	196.017	144.789	213.036	155.77	156.796	170.849	165.599	186.531	156.925	205.41	210.286	217.929	149.451	142.234	153.525	186.345	137.798	153.332	229.391	229.944	229.791	208.413	239.117	95.6143	70.9718	24.4029	21.1996	34.3628	24.0674	27.6579	215.32	22.5738	100.53	89.4228	110.639	80.1687	120.152	136.063	104.188	109.949	89.4116	110.093	91.0983	91.3912	114.75	96.803	122.065	114.097	109.624	105.731	95.8326	125.231	90.0381	258.254	139.288	150.367	168.03	174.245	154.472	980.792	26.6741	16.8216	23.3661	24.4897	793.027	514.672	63.669	218.512	531.99	819.917	488.792	481.928	904.206	882.006	417.559	311.102	62.196	38.7016	29.636	62.8975	25.3188	244.836	155.402	353.833	278.534	85.8982	235.962	159.736	451.251	664.854	482.391	0	0	-632.909	51.7599	678.004	671.374	4295.66	1293.87	792.937	24.5286	181.842	-4292.63
488500	488.5	2.53281	2.47525	2.53951	25530.7	0.488499	718.599	30.3715	196.713	205.862	202.492	231.695	141.864	178.781	200.051	197.569	176.959	202	197.027	172.294	233.057	186.342	177.414	174.349	166.065	215.152	211.282	150.01	166.47	149.734	168.169	170.102	199.599	192.027	204.167	232.432	231.865	215.119	245.545	92.5531	64.1806	26.7079	19.6841	9.71787	25.3453	14.3953	208.977	10.6562	114.462	81.125	99.8428	100.671	98.6774	101.852	76.4943	113.879	98.3562	99.0701	78.11	98.5195	89.9018	95.9689	106.111	125.143	102.929	86.4052	117.647	112.387	121.954	243.911	141.112	172.112	149.563	211.966	145.277	1109.27	17.316	40.9294	26.3999	19.6168	769.878	530.083	60.4537	250.644	564.212	921.575	434.929	448.575	837.626	890.102	456.497	289.056	67.5667	27.1273	24.8542	90.8298	20.9913	246.997	116.832	373.047	242.577	126.884	253.117	126.186	517.175	613.553	490.491	0	0	-638.26	79.5858	682.146	611.897	4289.94	1254.88	765.194	23.3759	190.727	-4281.87
488750	488.75	2.47489	2.47525	2.47485	24946.9	0.488749	701.674	31.611	253.647	210.504	185.792	249.226	176.513	205.142	193.692	188.01	173.56	179.493	218.346	195.638	177.875	135.007	190.463	166.907	173.861	159.419	164.901	196.777	169.301	202.963	144.152	146.576	190.337	206.058	209.161	177.439	233.916	204.377	237.776	78.6962	83.3422	16.2121	21.4312	32.2678	18.0727	35.3176	208.837	22.5862	104.131	82.8348	97.4924	108.043	136.572	123.194	93.6047	119.941	116.654	142.519	117.648	107.023	100.244	97.312	110.335	122.99	127.752	93.6182	72.9382	93.2871	108.453	202.357	139.046	153.211	172.431	186.528	150.902	1046.59	19.7628	15.3876	29.3711	14.2641	717.685	523.927	64.3576	229.649	526.246	923.031	458.565	422.552	861.268	871.766	446.809	284.224	81.5873	51.7772	26.3987	64.9525	24.5351	244.413	113.11	332.361	198.491	129.081	231.855	151.173	428.233	609.59	510.957	0	0	-635.342	94.5134	660.895	635.369	4281.02	1256.33	745.549	27.0233	196.401	-4214.74
489000	489	2.47696	2.47525	2.47716	24967.8	0.488999	715.156	31.2808	243.723	264.43	224.927	181.548	165.113	207.727	189.288	167.344	172.245	151.555	155.714	202.761	187.591	155.357	199.862	156.419	205.478	198.711	194.86	214.936	149.022	134.351	162.013	165.465	182.975	177.813	220.388	213.995	252.766	217.327	242.803	74.9787	79.7415	24.7149	17.4825	10.0272	26.7376	30.3702	252.126	22.7492	59.7464	89.3309	112.929	106.713	133.176	125.884	90.7437	99.7896	100.813	121.011	112.627	108.819	90.2294	106.912	119.598	137.828	126.582	89.5059	94.5706	124.83	120.835	189.929	124.698	160.807	179.417	237.204	140.595	1085.22	29.019	17.8338	22.626	17.9009	784.086	538.1	70.1515	213.046	499.057	865.02	381.716	493.255	871.064	879.728	458.458	244.738	73.8136	54.2848	22.4515	80.3484	19.5342	267.813	149.761	370.18	247.824	134.326	292.963	118.074	489.253	609.486	415.942	0	0	-644.417	75.7365	676.169	626.15	4286.95	1287.88	757.211	32.3785	183.507	-4164.83
489250	489.25	2.46322	2.47525	2.46182	24829.3	0.489249	720.816	32.9479	231.686	224.028	202.022	218.439	156.896	219.596	160.769	156.555	180.618	156.979	207.434	198.385	211.95	214.802	181.274	170.433	190.148	173.116	185.715	184.745	143.062	155.341	168.876	210.985	138.632	171.998	213.288	257.906	185.433	208.065	229.952	120.004	73.9642	27.3078	25.0241	24.0795	19.8363	35.4106	263.01	32.2721	67.422	84.3385	116.986	114.334	127.928	123.025	91.8517	110.685	108.387	115.346	122.096	104.871	79.5479	87.5514	86.229	129.619	98.8604	108.717	108.075	91.1347	118.848	207.446	119.536	156.308	180.175	227.118	136.963	1036.91	28.5277	35.3896	25.8791	21.1546	845.861	513.418	71.8876	210.796	498.323	842.502	421.156	431.603	845.152	879.975	411.794	289.492	61.2311	72.7987	20.8799	77.0939	26.4766	246.194	137.914	340.746	265.984	100.209	312.71	148.714	424.059	588.359	429.845	0	0	-642.167	87.3236	676.569	611.103	4264.08	1289.38	734.214	29.5849	201.13	-4132.33
489500	489.5	2.50457	2.47525	2.50797	25246	0.489499	725.107	34.297	239.554	246.522	226.375	207.732	152.041	196.664	166.288	167.137	167.873	185.858	198.89	174.436	162.814	199.071	182.4	186.197	174.193	166.615	224.536	196.519	176.967	150.366	178.309	182.493	209.555	188.879	208.179	213.474	221.864	263.893	219.683	81.531	98.8171	20.0642	36.5733	43.4794	13.2873	28.883	235.973	30.8715	91.8873	92.6361	86.2512	119.098	152.996	170.396	100.147	98.0326	104.56	86.7507	100.824	121.837	75.3656	103.64	112.765	134.794	153.765	105.174	96.8098	86.2785	98.1766	255.585	148.786	178.61	144.274	212.567	134.859	1068.3	16.8304	21.8279	29.8786	17.287	752.86	485.114	63.5291	222.126	492.973	906.841	434.364	411.732	919.098	899.837	429.305	241.9	45.2876	57.2922	30.9901	102.173	20.8882	250.367	141.178	382.85	229.484	129.356	274.759	153.861	518.81	637.943	421.757	0	0	-635.771	69.207	666.254	642.554	4277.76	1310	746.921	26.3047	187.552	-4154.91
489750	489.75	2.46607	2.47525	2.465	24858	0.489749	718.766	34.336	221.723	267.959	211.668	211.066	150.918	206.263	187.078	185.42	168.866	194.453	179.853	167.041	163.145	156.208	172.442	176.091	194.202	196.278	203.309	177.47	151.025	148.64	150.074	159.22	238.553	177.326	246.772	224.782	237.144	242.797	241.51	76.8385	72.6874	19.2792	31.0414	22.9878	34.9927	24.7662	211.909	33.8316	98.6271	84.6824	125.583	120.594	123.098	151.57	93.8055	91.8642	89.3813	125.561	102.231	103.08	102.24	125.48	112.989	107.866	132.296	108.861	105.103	90.8588	113.787	203.93	152.949	164.893	166.427	225.29	137.644	999.276	26.8538	38.796	27.7718	28.9886	721.95	488.265	67.4434	270.171	497.18	1046.37	498.863	495.507	833.245	913.796	441.341	301.939	62.5749	54.4087	12.5282	85.9915	21.7523	240.59	146.355	392.378	232.877	115.494	220.365	116.452	464.439	703.191	462.89	0	0	-638.081	82.543	668.135	634.156	4258.15	1273.01	777.12	27.0528	194.462	-4208.58
490000	490	2.45634	2.47525	2.45414	24759.9	0.489999	711.72	33.3164	193.492	237.106	258.386	229.856	155.797	192.647	199.662	146.792	140.231	186.91	187.097	164.479	186.747	173.33	162.386	177.005	182.163	185.35	145.304	211.956	139.475	140.522	140.221	166.18	211.23	184.647	212.298	214.81	229.949	215.016	207.611	106.71	64.3585	40.7835	24.8344	23.9713	33.363	25.3598	200.551	16.5796	118.061	95.4286	112.393	102.706	112.832	110.296	93.4903	85.5667	97.8781	88.6474	106.231	112.839	71.1579	138.238	101.588	131.172	150.072	129.941	93.2177	104.71	80.6259	191.488	141.512	188.303	173.22	213.77	146.488	1025.18	18.0276	19.4546	25.8418	8.73251	766.348	476.275	68.2513	248.447	504.95	955.729	445.906	374.918	820.875	949.982	401.428	318.191	39.67	41.6139	35.8358	94.9093	18.3446	276.186	129.99	370.243	233.912	91.671	219.439	142.151	433.04	640.007	398.733	0	0	-632.681	113.969	661.073	641.065	4268.85	1285.93	786.145	25.7186	193.908	-4195.27
490250	490.25	2.48933	2.47525	2.49096	25092.4	0.490249	730.649	31.6032	243.715	224.062	252.522	227.451	157.29	220.353	152.017	177.901	183.112	182.933	173.74	203.19	193.821	184.996	152.892	174.99	181.75	173.797	188.263	195.652	126.96	138.435	155.639	132.934	162.369	176.502	215.545	207.41	196.268	225.32	209.886	128.303	86.6861	12.9969	28.9157	26.0877	20.6911	19.8934	203.315	14.1733	113.83	84.0718	119.22	105.546	106.912	127.396	87.3629	98.6807	107.73	109.757	130.428	127.315	77.8038	91.3705	115.291	140.964	114.062	108.846	112.018	94.6722	139.406	233.756	120.595	163.937	157.236	209.331	122.197	1069.66	19.6752	18.0371	16.7366	17.6758	796.184	458.88	65.5772	232.82	539.941	915.562	453.765	414.709	819.576	973.893	442.012	316.02	39.7136	34.0222	32.5212	76.5164	26.8473	247.2	122.254	355.714	245.109	109.462	226.212	134.655	420.726	593.027	440.973	0	0	-624.719	55.9289	678.304	634.209	4295.73	1270.01	786.58	21.427	187.872	-4214.49
490500	490.5	2.48886	2.47525	2.49044	25087.7	0.490499	727.989	30.7347	248.389	216.702	229.991	287.867	154.319	235.844	176.124	173.796	204.126	133.918	192.317	172.361	156.215	219.454	167.09	174.401	174.274	201.656	206.762	230.81	151.139	159.522	164.9	195.054	197.43	154.214	242.058	249.621	245.854	186.35	217.31	95.7924	80.5012	19.3918	32.1933	44.9572	25.051	27.3332	245.125	18.7594	100.435	69.0392	119.359	107.621	121.293	143.629	85.4945	106.38	126.001	112.012	119.974	116.249	82.1608	112.222	121.786	146.351	104.046	99.1735	112.513	82.7814	96.3986	227.888	142.346	132.359	176.529	196.344	166.855	1009.56	18.1359	20.5532	27.2952	38.2311	757.479	520.962	59.5583	152.38	502.49	992.485	431.314	440.506	865.092	872.778	479.941	283.024	51.6642	39.7567	24.5561	71.4188	9.02761	287.255	132.413	346.855	235.046	131.712	285.509	131.749	452.439	595.653	496.734	0	0	-635.607	91.121	678.246	628.128	4292.45	1243.46	762.077	19.9008	189.613	-4197.13
490750	490.75	2.49871	2.47525	2.50144	25187	0.490749	724.659	30.316	231.838	246.986	223.46	189.621	148.038	198.272	169.113	176.566	183.879	159.912	138.816	184.425	170.324	198.372	198.458	183.372	181.541	188.028	174.774	183.96	141.052	151.984	182.009	175.232	251.434	159.301	226.881	227.014	219.666	244.733	212.111	86.9816	97.6038	24.281	18.7552	22.4522	14.4406	13.9749	244.418	22.0006	91.9967	62.9606	114.382	113.446	97.2123	145.559	114.62	106.913	97.2675	107.126	102.31	126.555	84.3583	113.148	90.343	127.902	156.711	73.2241	88.4318	92.7309	96.702	229.799	134.89	153.726	162.916	185.425	146.101	1077.75	19.962	28.3564	30.1039	30.2313	733.668	482.73	63.0732	229.379	496.912	969.993	489.633	455.147	830.482	948.492	410.158	312.819	51.2288	60.9412	15.6571	88.9403	35.1013	224.398	145.475	357.884	257.869	112.042	234.489	134.982	404.477	649.808	483.036	0	0	-653.27	42.3726	662.97	662.991	4283.83	1259.14	736.69	20.8903	197.074	-4203.55
491000	491	2.47821	2.47525	2.47856	24980.4	0.490999	710.031	29.7512	243.993	198.625	187.83	216.532	158.281	171.65	187.772	187.933	197.917	160.149	207.632	192.108	194.079	205.433	205.635	176.377	161.099	168.137	174.866	200.472	185.615	176.083	177.926	193.154	238.729	196.843	230.726	223.447	251.226	237.103	198.675	104.277	86.6421	14.1546	42.1085	20.748	19.2929	19.9886	211.033	28.9438	81.2538	128.034	118.252	92.089	134.725	99.0659	84.6457	112.054	105.362	109.169	118.581	107.155	98.7534	105.844	97.4902	120.605	135.977	97.4297	94.8649	111.251	107.862	175.887	144.405	168.806	187.057	213.574	130.292	1100.67	21.3677	21.2981	22.7283	30.6238	740.089	481.185	62.6803	206.812	535.532	992.195	417.718	414.023	906.197	990.087	502.459	252.828	49.5452	53.9727	22.9845	68.5663	21.5634	318.362	102.042	379.86	215.16	117.36	282.501	136.174	470.364	670.554	464.995	0	0	-653.362	86.0713	675.152	667.32	4296.27	1260.11	765.11	17.689	197.608	-4210.92
491250	491.25	2.47372	2.47525	2.47355	24935.1	0.491249	710.457	30.1732	223.554	268.131	185.093	217.662	132.959	227.316	173.925	171.127	189.007	153.525	152.183	246.059	178.919	185.918	165.666	192.445	175.047	174.363	213.576	154.345	185.066	120.511	143.382	176.408	177.1	185.415	215.305	275.117	260.862	275.978	218.92	99.0007	63.6005	32.6136	47.0135	14.4576	14.9971	13.2597	216.602	51.4772	92.3405	99.232	90.221	105.73	130.58	119.677	96.7497	86.2881	101.858	112.474	100.957	99.4665	96.1019	99.7878	102.843	138.197	117.992	137.697	72.2374	112.681	102.578	227.849	134.003	145.03	165.393	242.538	145.232	1070.36	23.8643	16.4837	26.0318	35.4538	727.401	503.182	64.236	198.952	483.439	927.985	466.584	468.521	858.294	934.274	462.896	293.334	51.4984	66.9216	28.5238	101.224	17.2581	245.37	122.015	394.685	257.042	123.397	230.354	151.689	425.847	634.975	456.343	0	0	-648.319	63.0002	664.77	656.354	4271.2	1233.75	784.838	18.2101	195.185	-4194.96
491500	491.5	2.4718	2.47525	2.4714	24915.7	0.491499	711.041	29.6245	237.538	240.772	212.306	228.237	127.756	200.554	155.743	156.071	168.177	205.047	169.394	242.412	168.428	202.632	185.968	169.427	178.133	179.073	242.805	159.443	155.727	137.012	189.181	160.155	164.405	178.644	229.959	232.96	251.291	259.892	252.899	68.5745	83.9228	20.9033	20.5115	14.8966	35.8874	40.4573	245.952	28.4192	67.7634	108.304	117.963	143.999	113.294	110.614	87.8774	113.162	117.021	125.087	119.484	128.854	82.247	112.112	103.811	118.411	158.877	97.9039	92.5704	103.8	98.044	193.737	132.915	186.133	167.168	161.4	139.4	1049.36	29.755	15.7506	30.0617	22.6153	765.869	498.067	61.5889	206.513	466.21	866.433	422.242	428.531	846.71	960.121	454.915	251.118	63.9007	48.9962	19.0545	88.6358	15.8516	214.195	141.67	356.053	270.384	141.482	241.41	145.848	443.566	625.789	473.302	0	0	-652.263	54.1403	670.046	652.397	4273.53	1266.21	797.441	17.4835	194.2	-4216.27
491750	491.75	2.4844	2.47525	2.48546	25042.7	0.491749	699.214	25.7214	248.379	281.73	219.011	189.718	170.817	255.187	195.254	167.219	190.474	186.612	196.481	170.277	207.544	181.33	197.717	175.014	185.953	183.771	199.95	172.268	125.022	133.149	147.599	158.601	207.826	184.889	200.283	195.562	269.956	250.525	235	68.7424	73.6544	25.6764	29.5994	33.6009	24.4224	35.7609	250.86	26.6055	92.6908	56.3725	88.4113	120.78	130.363	148.05	88.8758	94.494	92.5211	104.078	89.6232	107.236	93.1197	123.929	117.871	105.093	139.301	94.6175	112.546	129.339	79.5119	229.147	151.853	172.232	206.173	224.933	158.354	996.364	33.0812	33.5514	16.9263	11.4192	726.87	506.812	59.0369	220.872	503.081	1088	522.216	444.653	839.974	903.934	449.242	280.998	59.1166	52.4812	25.6296	68.2878	39.7116	254.508	142.887	402.772	268.058	124.97	260.194	97.02	431.006	592.673	466.724	0	0	-644.557	73.9088	666.988	659.901	4283.85	1241.45	765.961	21.933	197.765	-4281.98
492000	492	2.47328	2.47525	2.47305	24930.6	0.491999	677.472	28.9113	232.995	202.198	176.095	222.424	167.665	181.089	146.349	173.35	175.909	154.47	162.823	187.877	161.627	175.575	157.127	211.162	209.031	161.759	154.345	183.485	157.236	170.877	167.436	174.091	190.353	211.167	206.972	219.555	191.64	218.961	226.412	77.1196	89.8287	33.7941	12.7558	31.2255	16.2228	42.5536	195.385	18.3933	92.1606	119.315	105.928	118.757	131.757	204.976	89.5679	118.65	128.473	121.336	76.4451	137.667	95.0989	107.821	114.464	128.096	147.937	105.427	128.467	118.681	115.529	202.896	132.185	158.802	159.384	241.096	158.845	1081.27	33.9096	26.6477	30.4584	16.7635	703.79	508.176	52.149	232.677	528.677	922.91	510.792	469.514	843.211	1012.22	444.682	273.2	41.7687	57.0071	23.3419	78.4217	21.319	249.026	125.851	371.159	270.892	121.025	265.13	143.148	422.112	693.129	444.139	0	0	-635.263	80.7375	655.46	654.839	4299.06	1274.32	821.609	23.0994	200.061	-4306.61
492250	492.25	2.47037	2.47525	2.4698	24901.3	0.492249	685.619	32.7327	252.765	187.069	226.625	189.123	152.517	225.317	179.404	175.04	165.599	152.81	195.131	206.016	183.125	182.186	168.999	169.177	153.165	202.239	177.407	176.723	171.923	194.921	168.417	211.755	196.021	154.733	194.473	187.825	211.539	263.719	230.572	82.3445	90.6309	22.071	13.6691	28.0847	45.3169	6.5943	234.319	32.8332	86.5079	110.997	123.611	98.2187	133.049	138.653	103.808	89.7407	88.0466	123.72	93.1493	99.0424	134.132	104.301	108.023	111.418	140.585	126.919	123.279	110.169	104.312	183.638	119.68	137.807	152.749	223.168	125.918	986.846	19.956	24.125	21.6373	21.4136	707.935	488.584	54.6663	241.024	537.746	1039.12	441.914	404.014	885.012	945.095	449.048	267.069	64.0272	53.0289	16.1549	88.7688	33.6191	252.506	118.915	374.953	240.412	116.905	224.95	109.078	444.518	625.567	499.381	0	0	-635.68	69.2876	673.973	652.288	4251.55	1259.3	805.702	21.9613	196.642	-4321.1
492500	492.5	2.4998	2.47525	2.50265	25198	0.492499	664.28	29.211	238.551	244.426	264.355	212.919	188.185	208.247	195.446	196.149	184.136	167.299	193.191	170.212	200.548	199.946	187.167	152.107	185.714	194.607	162.686	172.5	152.626	156.549	166.033	154.945	209.629	176.321	208.42	246.219	266.781	218.484	223.588	63.616	115.337	28.3761	38.1625	22.7931	23.7521	25.8349	226.333	26.5235	65.9186	107.55	86.7973	114.234	121.094	119.412	90.7468	110.93	68.4565	103.253	92.0286	111.806	99.5942	102.949	98.9981	144.467	137.534	88.9389	93.5788	85.8055	81.1584	186.231	108.198	167.878	167.311	200.209	132.941	1035.91	25.3835	10.3432	24.1918	26.2176	730.433	504.855	56.3663	256.527	513.875	999.294	410.534	491.321	895.861	968.056	414.023	267.8	36.9057	33.4836	28.6577	78.4296	22.2263	261.219	118.415	420.623	251.191	146.316	271.294	173.961	421.441	686.384	444.552	0	0	-638.352	69.5291	663.207	636.846	4259.37	1268.09	792.869	21.675	184.06	-4305.26
